X,Y,Z
3.863703305156273249e+00,-1.035276180410082736e+00,6.000000000000000711e+01
1.999999999999997558e+00,3.464101615137756607e+00,6.000000000000000711e+01
1.035276180410081182e+00,3.863703305156274137e+00,6.000000000000000711e+01
3.863703305156273249e+00,1.035276180410082736e+00,6.000000000000000711e+01
-3.863703305156272361e+00,1.035276180410086511e+00,6.000000000000000711e+01
-3.464101615137751278e+00,2.000000000000006661e+00,6.000000000000000711e+01
-3.464101615137754830e+00,-1.999999999999999778e+00,6.000000000000000711e+01
-1.035276180410082514e+00,3.863703305156273249e+00,6.000000000000000711e+01
-1.999999999999995337e+00,3.464101615137757051e+00,6.000000000000000711e+01
-4.377451192928388246e-01,3.128701220030468022e+00,6.000000000000000711e+01
2.449293598294706414e-16,4.000000000000000000e+00,6.000000000000000711e+01
4.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000711e+01
-2.828427124746189847e+00,-2.828427124746190291e+00,6.000000000000000711e+01
-3.863703305156272805e+00,-1.035276180410084068e+00,6.000000000000000711e+01
-7.347880794884118750e-16,-4.000000000000000000e+00,6.000000000000000711e+01
1.035276180410082070e+00,-3.863703305156273249e+00,6.000000000000000711e+01
-1.035276180410082514e+00,-3.863703305156273249e+00,6.000000000000000711e+01
3.464101615137753498e+00,2.000000000000001776e+00,6.000000000000000711e+01
2.828427124746189847e+00,2.828427124746190735e+00,6.000000000000000711e+01
3.464101615137754830e+00,-2.000000000000000444e+00,6.000000000000000711e+01
2.828427124746189847e+00,-2.828427124746190291e+00,6.000000000000000711e+01
2.756833407115165890e+00,-1.145616738623816966e+00,6.000000000000000711e+01
1.999999999999999556e+00,-3.464101615137754830e+00,6.000000000000000711e+01
2.900817535967354921e+00,-4.100374297828510151e-01,6.000000000000000711e+01
2.976710948467400364e+00,3.749853919475756858e-01,6.000000000000000711e+01
-2.562575189443012214e+00,-1.822221134484717675e+00,6.000000000000000711e+01
-2.738776323776445754e+00,-1.023802386205856507e+00,6.000000000000000711e+01
-2.000000000000000888e+00,-3.464101615137754830e+00,6.000000000000000711e+01
-4.000000000000000000e+00,4.898587196589412829e-16,6.000000000000000711e+01
-1.728154173615077172e+00,2.561466233569545725e+00,6.000000000000000711e+01
-2.828427124746185850e+00,2.828427124746195176e+00,6.000000000000000711e+01
2.292224182388083176e-01,2.882328804233566188e+00,6.000000000000000711e+01
1.419240051733035246e+00,2.452872454771853672e+00,6.000000000000000711e+01
2.548483026208377300e+00,1.430325311853808623e+00,6.000000000000000711e+01
-2.970934211736043218e-01,2.039056938740927194e+00,6.000000000000000711e+01
-1.093351962874142380e+00,1.938261457357296047e+00,6.000000000000000711e+01
-3.092787873131163323e+00,1.195954627049780790e-02,6.000000000000000711e+01
-2.827988313234548468e+00,1.041898244255390127e+00,6.000000000000000711e+01
-1.775509568335910782e+00,1.325273412244912574e+00,6.000000000000000711e+01
-2.453865712319000636e+00,1.855785995137275046e+00,6.000000000000000711e+01
-1.838434747368737687e+00,-2.501497248312614552e+00,6.000000000000000711e+01
-1.909487695617877456e+00,1.096102653883784112e-01,6.000000000000000711e+01
2.082272344631693084e+00,2.355462399902721882e-01,6.000000000000000711e+01
1.330934192020816642e+00,1.011083930778203355e+00,6.000000000000000711e+01
3.821766155445503466e-01,1.570139197742110193e+00,6.000000000000000711e+01
-7.302287256201454024e-01,9.724653703120138548e-01,6.000000000000000711e+01
2.186780282243590001e+00,-1.737971311009936404e+00,6.000000000000000711e+01
1.386437884630768558e+00,-2.626317082874861430e+00,6.000000000000000711e+01
-1.602577572653984470e-02,-2.951069995653247346e+00,6.000000000000000711e+01
2.629043329234038717e-01,3.558800145659762326e-01,6.000000000000000711e+01
1.179220145214371129e+00,-2.032897855718048541e-01,6.000000000000000711e+01
1.232391920949304387e+00,-1.321247651015983626e+00,6.000000000000000711e+01
2.056385939353579939e+00,-7.637694460023534138e-01,6.000000000000000711e+01
-1.654846940753203155e+00,-1.207034818791609343e+00,6.000000000000000711e+01
1.907594615127936322e-01,-7.660573109150591309e-01,6.000000000000000711e+01
-6.587041522762859813e-01,-1.665897493194147261e+00,6.000000000000000711e+01
-7.754356911319627566e-01,-4.490613149496047174e-01,6.000000000000000711e+01
4.318909149948795823e-01,-1.808875625191040726e+00,6.000000000000000711e+01
3.986370330515627103e+01,1.035276180410082736e+00,6.000000000000000711e+01
3.496472381958991349e+01,-3.863703305156273249e+00,6.000000000000000711e+01
3.703527618041007941e+01,3.863703305156274137e+00,6.000000000000000711e+01
3.496472381958991349e+01,3.863703305156273249e+00,6.000000000000000711e+01
3.703527618041007941e+01,-3.863703305156273249e+00,6.000000000000000711e+01
3.799999999999999289e+01,3.464101615137756607e+00,6.000000000000000711e+01
3.986370330515627103e+01,-1.035276180410082736e+00,6.000000000000000711e+01
3.946410161513774995e+01,-2.000000000000000000e+00,6.000000000000000711e+01
3.882842712474618452e+01,-2.828427124746190291e+00,6.000000000000000711e+01
3.400000000000000000e+01,3.464101615137757051e+00,6.000000000000000711e+01
3.317157287525381548e+01,2.828427124746195176e+00,6.000000000000000711e+01
3.317157287525380838e+01,-2.828427124746190291e+00,6.000000000000000711e+01
3.213629669484372187e+01,1.035276180410086511e+00,6.000000000000000711e+01
3.399999999999999289e+01,-3.464101615137754830e+00,6.000000000000000711e+01
3.213629669484372187e+01,-1.035276180410084068e+00,6.000000000000000711e+01
3.253589838486223584e+01,-1.999999999999999778e+00,6.000000000000000711e+01
3.199999999999999645e+01,4.898587196589412829e-16,6.000000000000000711e+01
4.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000711e+01
3.946410161513774995e+01,2.000000000000001776e+00,6.000000000000000711e+01
