X,Y,Z
3.692672378995442273e+01,-4.500000000000000711e+01,3.448794571321548208e+00
3.910759526358856419e+01,-4.500000000000000711e+01,1.796689997717783260e+00
3.780436353976062236e+01,-4.500000000000000711e+01,3.099246450637943351e+00
3.502311850332403509e+01,-4.500000000000000711e+01,-3.645771378554483633e+00
3.333600584250085319e+01,-4.500000000000000711e+01,-2.664552964002561364e+00
3.235431712036398011e+01,-4.500000000000000711e+01,-9.752146151606256863e-01
3.600167018897064253e+01,-4.500000000000000711e+01,-3.778755133443906455e+00
3.411035326957887293e+01,-4.500000000000000711e+01,-3.262460439168035631e+00
3.273623041444162141e+01,-4.500000000000000711e+01,-1.884931903998176450e+00
3.221644260921001290e+01,-4.500000000000000711e+01,-1.529740546541494490e-03
3.331196509457628707e+01,-4.500000000000000711e+01,2.687548319456271262e+00
3.233890310390374623e+01,-4.500000000000000711e+01,9.809879567485342289e-01
3.599851803198036038e+01,-4.500000000000000711e+01,3.803688191869456947e+00
3.501764090882681302e+01,-4.500000000000000711e+01,3.671108300197679863e+00
3.409873205682747965e+01,-4.500000000000000711e+01,3.292181836970400788e+00
3.271544060354531780e+01,-4.500000000000000711e+01,1.901770829370975857e+00
3.867482776608591877e+01,-4.500000000000000711e+01,-2.674295405440195950e+00
3.966125612218277041e+01,-4.500000000000000711e+01,-9.810306212498043354e-01
3.789111866107335658e+01,-4.500000000000000711e+01,-3.274509133867530508e+00
3.927647901910820849e+01,-4.500000000000000711e+01,-1.897349981890443793e+00
3.979508339310701359e+01,-4.500000000000000711e+01,1.448278799484950356e-03
3.697735996771827161e+01,-4.500000000000000711e+01,-3.652913682533091233e+00
3.870148026137004393e+01,-4.500000000000000711e+01,2.701911675666268220e+00
3.967437617128280891e+01,-4.500000000000000711e+01,9.831192140272314584e-01
3.698482217368658098e+01,-4.500000000000000711e+01,3.675406388606465402e+00
3.930234040180661026e+01,-4.500000000000000711e+01,1.907086476066540026e+00
3.790966127901295124e+01,-4.500000000000000711e+01,3.299031690114719417e+00
